age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,services,married,secondary,no,243,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
39,management,married,tertiary,no,2877,yes,no,unknown,6,may,278,1,-1,0,unknown,no
40,blue-collar,married,primary,no,2880,yes,no,unknown,6,may,145,2,-1,0,unknown,no
30,technician,married,secondary,no,484,yes,no,unknown,6,may,703,1,-1,0,unknown,yes
32,admin.,single,tertiary,no,395,yes,no,unknown,6,may,241,3,-1,0,unknown,no
31,student,single,secondary,no,252,yes,no,unknown,6,may,175,3,-1,0,unknown,no
29,student,single,secondary,no,209,yes,no,unknown,6,may,311,2,-1,0,unknown,no
49,self-employed,married,secondary,no,1,yes,no,unknown,6,may,260,3,-1,0,unknown,no
31,management,single,tertiary,no,-173,yes,no,unknown,6,may,396,2,-1,0,unknown,no
40,services,divorced,secondary,no,105,yes,no,unknown,6,may,189,2,-1,0,unknown,no
29,admin.,married,secondary,no,182,yes,yes,unknown,6,may,477,1,-1,0,unknown,no
53,admin.,married,secondary,no,244,yes,yes,unknown,6,may,197,2,-1,0,unknown,no
40,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
29,student,single,secondary,no,948,yes,no,unknown,6,may,75,2,-1,0,unknown,no
36,technician,married,secondary,no,368,yes,yes,unknown,6,may,1597,2,-1,0,unknown,yes
43,services,divorced,secondary,no,0,yes,no,unknown,6,may,125,2,-1,0,unknown,no
40,blue-collar,divorced,primary,no,369,no,no,unknown,6,may,79,2,-1,0,unknown,no
47,technician,married,secondary,no,503,yes,no,unknown,6,may,109,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,372,yes,no,unknown,6,may,132,2,-1,0,unknown,no
31,admin.,married,secondary,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,125,yes,no,unknown,6,may,95,3,-1,0,unknown,no
60,retired,married,primary,no,364,yes,no,unknown,6,may,631,2,-1,0,unknown,no
51,blue-collar,divorced,primary,no,325,yes,no,unknown,6,may,254,2,-1,0,unknown,no
35,services,married,secondary,no,109,yes,no,unknown,6,may,597,3,-1,0,unknown,no
35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
55,retired,married,secondary,no,143,yes,no,unknown,6,may,42,3,-1,0,unknown,no
57,blue-collar,married,primary,no,162,yes,no,unknown,6,may,155,2,-1,0,unknown,no
57,blue-collar,married,unknown,no,807,yes,no,unknown,6,may,211,2,-1,0,unknown,no
38,housemaid,married,secondary,no,0,yes,no,unknown,6,may,59,3,-1,0,unknown,no
57,technician,married,secondary,no,402,yes,no,unknown,6,may,153,3,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,421,yes,no,unknown,6,may,216,2,-1,0,unknown,no
44,admin.,divorced,secondary,no,161,yes,no,unknown,7,may,89,2,-1,0,unknown,no
29,student,single,secondary,no,110,yes,no,unknown,7,may,169,3,-1,0,unknown,no
42,technician,single,secondary,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no
47,blue-collar,married,secondary,no,1001,yes,no,unknown,7,may,201,4,-1,0,unknown,no
59,retired,married,secondary,no,836,yes,no,unknown,7,may,106,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,301,yes,no,unknown,7,may,395,2,-1,0,unknown,no
29,technician,married,secondary,no,8,no,no,unknown,7,may,113,1,-1,0,unknown,no
35,blue-collar,married,primary,yes,0,yes,no,unknown,7,may,292,1,-1,0,unknown,no
31,blue-collar,single,primary,no,435,yes,no,unknown,7,may,159,2,-1,0,unknown,no
31,management,divorced,tertiary,no,0,yes,no,unknown,7,may,953,3,-1,0,unknown,no
37,technician,single,tertiary,no,147,no,no,unknown,7,may,416,2,-1,0,unknown,no
37,services,single,secondary,no,259,yes,no,unknown,7,may,130,1,-1,0,unknown,no
55,retired,married,secondary,no,102,yes,no,unknown,7,may,74,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,16,yes,no,unknown,7,may,250,1,-1,0,unknown,no
36,admin.,divorced,secondary,no,0,yes,no,unknown,7,may,133,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,1415,yes,no,unknown,7,may,485,1,-1,0,unknown,no
37,services,single,secondary,no,-196,yes,no,unknown,7,may,207,1,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,unknown,7,may,228,1,-1,0,unknown,no
29,technician,single,tertiary,no,3,yes,no,unknown,7,may,359,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1521,1,-1,0,unknown,no
33,services,divorced,secondary,no,392,yes,yes,unknown,7,may,254,1,-1,0,unknown,no
33,retired,married,secondary,no,165,no,no,unknown,7,may,111,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,0,yes,no,unknown,7,may,298,1,-1,0,unknown,no
37,management,single,tertiary,yes,45,yes,no,unknown,7,may,204,1,-1,0,unknown,no
59,blue-collar,married,primary,no,229,yes,yes,unknown,7,may,19,1,-1,0,unknown,no
44,blue-collar,married,primary,no,143,yes,no,unknown,7,may,153,1,-1,0,unknown,no
33,management,married,tertiary,no,442,yes,no,unknown,7,may,463,1,-1,0,unknown,no
35,management,married,tertiary,no,267,yes,no,unknown,7,may,192,1,-1,0,unknown,no
57,self-employed,married,primary,no,1013,yes,no,unknown,7,may,448,1,-1,0,unknown,no
33,admin.,married,secondary,no,44,yes,yes,unknown,7,may,231,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,-932,yes,no,unknown,7,may,799,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,90,yes,no,unknown,7,may,127,1,-1,0,unknown,no
26,services,married,secondary,no,0,yes,no,unknown,7,may,180,2,-1,0,unknown,no
31,services,single,secondary,no,-45,no,no,unknown,7,may,246,2,-1,0,unknown,no
31,services,married,secondary,no,564,yes,no,unknown,7,may,223,3,-1,0,unknown,no
35,technician,single,secondary,no,1855,yes,no,unknown,7,may,138,1,-1,0,unknown,no
29,management,married,secondary,no,147,yes,yes,unknown,7,may,376,2,-1,0,unknown,no
37,management,married,tertiary,no,115,no,no,unknown,7,may,36,1,-1,0,unknown,no
42,technician,married,tertiary,no,644,yes,no,unknown,7,may,19,1,-1,0,unknown,no
38,services,married,secondary,no,-32,yes,no,unknown,7,may,154,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,732,yes,no,unknown,7,may,530,2,-1,0,unknown,no
41,management,divorced,secondary,no,276,yes,no,unknown,7,may,60,1,-1,0,unknown,no
47,blue-collar,married,primary,no,550,yes,no,unknown,7,may,113,1,-1,0,unknown,no
60,retired,married,secondary,no,42,yes,yes,unknown,7,may,386,2,-1,0,unknown,no
33,management,single,tertiary,no,54,no,no,unknown,7,may,262,2,-1,0,unknown,no
30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,unknown,no
40,unemployed,single,secondary,no,350,yes,no,unknown,7,may,287,1,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,7,may,650,1,-1,0,unknown,no
36,admin.,single,primary,no,91,yes,no,unknown,7,may,371,2,-1,0,unknown,no
39,management,single,tertiary,no,406,yes,no,unknown,7,may,68,1,-1,0,unknown,no
52,services,divorced,secondary,no,220,yes,no,unknown,7,may,143,3,-1,0,unknown,no
37,management,married,tertiary,no,308,yes,no,unknown,7,may,96,3,-1,0,unknown,no
60,blue-collar,divorced,secondary,no,1310,no,no,unknown,7,may,152,2,-1,0,unknown,no
50,services,single,primary,no,148,yes,no,unknown,7,may,198,2,-1,0,unknown,no
29,blue-collar,married,primary,no,190,no,no,unknown,7,may,51,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,4,yes,yes,unknown,7,may,263,1,-1,0,unknown,no
30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,306,5,-1,0,unknown,no
52,technician,single,secondary,no,-181,yes,no,unknown,7,may,94,2,-1,0,unknown,no
44,entrepreneur,married,primary,no,58,yes,no,unknown,7,may,113,3,-1,0,unknown,no
39,management,single,unknown,no,2887,yes,no,unknown,7,may,42,2,-1,0,unknown,no
42,management,married,secondary,no,0,no,no,unknown,7,may,234,4,-1,0,unknown,no
31,admin.,married,secondary,no,89,no,no,unknown,7,may,297,3,-1,0,unknown,no
29,unknown,single,primary,no,50,yes,no,unknown,7,may,50,2,-1,0,unknown,no
56,management,married,primary,no,-24,yes,no,unknown,7,may,305,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,22,yes,yes,unknown,7,may,353,4,-1,0,unknown,no
39,blue-collar,married,tertiary,no,-33,yes,no,unknown,7,may,62,5,-1,0,unknown,no
59,housemaid,divorced,unknown,no,873,yes,no,unknown,7,may,152,3,-1,0,unknown,no
47,blue-collar,married,primary,no,117,yes,no,unknown,7,may,113,2,-1,0,unknown,no
43,admin.,married,tertiary,no,1924,yes,no,unknown,7,may,244,7,-1,0,unknown,no
32,services,single,secondary,no,81,yes,no,unknown,7,may,126,5,-1,0,unknown,no
40,admin.,single,secondary,no,-227,yes,no,unknown,7,may,161,3,-1,0,unknown,no
42,blue-collar,married,primary,no,223,yes,no,unknown,7,may,41,3,-1,0,unknown,no
29,services,married,primary,no,321,yes,no,unknown,7,may,196,2,-1,0,unknown,no
43,admin.,single,secondary,no,2527,yes,no,unknown,7,may,276,4,-1,0,unknown,no
48,admin.,married,secondary,no,5,yes,no,unknown,7,may,697,2,-1,0,unknown,no
28,management,married,tertiary,no,3,yes,no,unknown,7,may,122,5,-1,0,unknown,no
28,blue-collar,married,primary,no,-55,yes,no,unknown,7,may,361,2,-1,0,unknown,no
56,management,married,primary,no,93,yes,no,unknown,7,may,282,2,-1,0,unknown,no
32,entrepreneur,married,secondary,no,135,yes,no,unknown,7,may,143,2,-1,0,unknown,no
36,services,single,secondary,no,248,yes,no,unknown,7,may,90,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,164,yes,no,unknown,7,may,309,2,-1,0,unknown,no
44,technician,married,secondary,no,-97,yes,no,unknown,7,may,408,3,-1,0,unknown,no
35,management,divorced,tertiary,no,788,yes,no,unknown,7,may,297,3,-1,0,unknown,no
48,technician,married,secondary,no,720,yes,no,unknown,8,may,177,3,-1,0,unknown,no
30,services,married,secondary,no,442,yes,no,unknown,8,may,137,2,-1,0,unknown,no
32,management,single,tertiary,no,111,yes,no,unknown,8,may,162,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,46,yes,no,unknown,8,may,132,1,-1,0,unknown,no
56,management,divorced,tertiary,no,177,yes,no,unknown,8,may,1040,1,-1,0,unknown,no
33,blue-collar,divorced,primary,no,176,yes,no,unknown,8,may,622,1,-1,0,unknown,no
33,blue-collar,married,primary,no,-81,yes,no,unknown,8,may,267,1,-1,0,unknown,no
51,management,married,primary,yes,57,yes,yes,unknown,8,may,61,1,-1,0,unknown,no
44,housemaid,married,secondary,no,281,yes,no,unknown,8,may,604,1,-1,0,unknown,no
55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown,no
31,management,single,tertiary,no,7444,yes,yes,unknown,8,may,20,1,-1,0,unknown,no
30,management,single,tertiary,no,59,yes,yes,unknown,8,may,202,1,-1,0,unknown,no
36,technician,married,secondary,no,5611,yes,no,unknown,8,may,39,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,134,yes,no,unknown,8,may,200,1,-1,0,unknown,no
34,blue-collar,single,primary,no,0,yes,no,unknown,8,may,323,1,-1,0,unknown,no
42,blue-collar,single,primary,no,134,yes,yes,unknown,8,may,82,1,-1,0,unknown,no
33,technician,single,tertiary,no,129,yes,no,unknown,8,may,128,1,-1,0,unknown,no
33,services,divorced,secondary,no,411,yes,no,unknown,8,may,216,1,-1,0,unknown,no
36,admin.,married,secondary,no,114,yes,yes,unknown,8,may,147,1,-1,0,unknown,no
40,blue-collar,single,secondary,no,1,yes,no,unknown,8,may,190,1,-1,0,unknown,no
30,management,single,tertiary,no,5956,yes,no,unknown,8,may,255,1,-1,0,unknown,no
30,self-employed,married,secondary,no,131,yes,no,unknown,8,may,306,1,-1,0,unknown,no
45,blue-collar,married,primary,no,85,yes,no,unknown,8,may,162,1,-1,0,unknown,no
39,blue-collar,married,primary,no,481,yes,no,unknown,8,may,204,1,-1,0,unknown,no
33,admin.,single,secondary,no,303,no,no,unknown,8,may,149,1,-1,0,unknown,no
38,technician,married,tertiary,no,1161,yes,no,unknown,8,may,665,1,-1,0,unknown,no
24,technician,single,tertiary,no,777,yes,no,unknown,8,may,131,1,-1,0,unknown,no
40,management,married,tertiary,no,121,no,no,unknown,8,may,82,1,-1,0,unknown,no
40,technician,married,secondary,no,697,yes,no,unknown,8,may,111,1,-1,0,unknown,no
49,housemaid,married,secondary,no,7317,yes,no,unknown,8,may,140,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,-95,yes,no,unknown,8,may,110,1,-1,0,unknown,no
32,management,single,tertiary,no,751,yes,no,unknown,8,may,64,1,-1,0,unknown,no
44,admin.,single,secondary,no,-84,yes,no,unknown,8,may,32,3,-1,0,unknown,no
44,blue-collar,single,secondary,no,36,yes,no,unknown,8,may,712,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,no,no,unknown,8,may,338,2,-1,0,unknown,no
57,management,married,tertiary,no,2261,yes,no,unknown,8,may,1007,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,177,yes,no,unknown,8,may,500,1,-1,0,unknown,no
49,technician,married,primary,no,230,yes,no,unknown,8,may,96,1,-1,0,unknown,no
50,technician,married,secondary,no,389,yes,no,unknown,8,may,110,1,-1,0,unknown,no
28,services,married,secondary,no,6,yes,no,unknown,8,may,667,1,-1,0,unknown,no
46,blue-collar,married,primary,no,-768,yes,no,unknown,8,may,194,3,-1,0,unknown,no
34,blue-collar,single,secondary,no,341,yes,no,unknown,8,may,195,1,-1,0,unknown,no
39,admin.,single,secondary,no,762,yes,no,unknown,8,may,288,1,-1,0,unknown,no
31,services,married,secondary,no,28,yes,no,unknown,8,may,101,1,-1,0,unknown,no
48,blue-collar,married,primary,no,448,yes,no,unknown,8,may,189,1,-1,0,unknown,no
26,student,single,tertiary,no,37,yes,no,unknown,8,may,108,1,-1,0,unknown,no
33,housemaid,married,primary,no,1713,yes,no,unknown,8,may,22,1,-1,0,unknown,no
40,management,married,tertiary,no,-29,no,no,unknown,8,may,406,2,-1,0,unknown,no
39,blue-collar,single,secondary,no,82,yes,no,unknown,8,may,147,5,-1,0,unknown,no
28,management,single,tertiary,no,21,yes,no,unknown,8,may,219,3,-1,0,unknown,no
40,blue-collar,married,primary,no,640,yes,yes,unknown,8,may,347,2,-1,0,unknown,no
47,management,married,primary,no,1222,yes,no,unknown,8,may,28,3,-1,0,unknown,no
26,student,single,unknown,no,-41,yes,no,unknown,8,may,229,2,-1,0,unknown,no
42,management,married,tertiary,no,6,yes,no,unknown,8,may,103,4,-1,0,unknown,no
43,blue-collar,divorced,secondary,no,338,yes,no,unknown,8,may,116,1,-1,0,unknown,no
34,services,married,secondary,no,2211,no,no,unknown,8,may,149,1,-1,0,unknown,no
40,blue-collar,married,primary,no,87,yes,no,unknown,8,may,210,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,-210,yes,no,unknown,8,may,21,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,717,yes,no,unknown,8,may,42,1,-1,0,unknown,no
60,technician,married,unknown,no,0,yes,no,unknown,8,may,77,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,116,yes,no,unknown,8,may,376,2,-1,0,unknown,no
44,blue-collar,married,primary,no,753,yes,no,unknown,8,may,151,2,-1,0,unknown,no
45,admin.,divorced,secondary,no,984,yes,no,unknown,8,may,298,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,199,yes,no,unknown,8,may,627,3,-1,0,unknown,no
22,technician,single,secondary,no,54,yes,yes,unknown,8,may,626,6,-1,0,unknown,no
32,services,single,secondary,no,459,yes,no,unknown,8,may,202,2,-1,0,unknown,no
55,entrepreneur,married,primary,no,298,yes,no,unknown,8,may,144,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,25,yes,no,unknown,8,may,23,5,-1,0,unknown,no
49,blue-collar,single,primary,no,1164,yes,no,unknown,8,may,72,1,-1,0,unknown,no
31,blue-collar,married,primary,no,68,yes,no,unknown,8,may,226,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,376,yes,no,unknown,8,may,15,1,-1,0,unknown,no
41,management,divorced,tertiary,no,292,yes,no,unknown,8,may,352,2,-1,0,unknown,no
33,technician,married,unknown,no,0,no,no,unknown,8,may,345,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,103,yes,yes,unknown,8,may,956,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,129,yes,no,unknown,8,may,71,2,-1,0,unknown,no
35,self-employed,single,tertiary,no,538,yes,yes,unknown,8,may,21,9,-1,0,unknown,no
36,blue-collar,married,unknown,no,70,yes,no,unknown,8,may,219,4,-1,0,unknown,no
27,student,single,secondary,no,0,no,no,unknown,8,may,93,2,-1,0,unknown,no
33,unemployed,married,secondary,no,229,yes,no,unknown,8,may,205,4,-1,0,unknown,no
